Signal_ID,Client_ID,Client_Type,Alarm_Type,Technical_Signal,Zone,Date,Time,Shift,Priority_Level,Handled_By,Agent_Seniority,Response_Time_Min,Resolution_Time_Min,Incident,Police_Called,Fire_Department_Called,Escalated,False_Alarm_Reason,Outcome_Category
S00600,C2115,Warehouse,Burglary,Motion Detected,Zone 7 – Storage,2025-05-03,03:19,3rd,Medium,E02,Senior,3,34,Yes,No,No,No,N/A,Fire Confirmed
S00601,C2065,Shop,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-05-06,07:39,1st,Critical,E01,Senior,2,13,No,No,No,No,Animal,False Alarm – Animal
S00602,C2056,Shop,Technical,Sensor Fault,Zone 7 – Storage,2025-03-25,06:15,3rd,Medium,E07,Junior,10,21,No,No,No,No,Power outage,False Alarm – Power outage
S00603,C2141,School,Fire,Heat Sensor,Zone 6 – Office,2025-03-17,23:15,3rd,High,E06,Junior,10,69,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00604,C2009,Home,Tamper,Cover Removed,Zone 9 – Hallway,2025-04-10,01:54,3rd,Medium,E04,Mid,3,11,No,No,No,No,N/A,Unclassified
S00605,C2073,Shop,Burglary,Motion Detected,Zone 7 – Storage,2025-03-24,01:10,3rd,Medium,E08,Junior,15,17,No,No,No,No,Dust,False Alarm – Dust
S00606,C2077,Factory,Fire,Gas Leak,Zone 8 – Control Room,2025-05-12,16:49,2nd,Critical,E05,Mid,7,92,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00607,C2035,Office,Fire,Heat Sensor,Zone 1 – Main Door,2025-06-26,19:30,2nd,Critical,E02,Senior,2,43,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00608,C2147,School,Technical,Low Battery,Zone 8 – Control Room,2025-03-05,23:06,3rd,Medium,E03,Mid,6,14,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00609,C2135,School,Burglary,Motion Detected,Zone 8 – Control Room,2025-02-12,04:16,3rd,High,E04,Mid,8,18,No,No,No,No,Power outage,False Alarm – Power outage
S00610,C2047,Office,Burglary,Glass Break,Zone 9 – Hallway,2025-04-25,22:31,2nd,High,E04,Mid,6,8,No,No,No,No,N/A,Unclassified
S00611,C2031,Office,Technical,Power Restored,Zone 7 – Storage,2025-04-29,22:40,2nd,Medium,E09,Junior,11,18,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00612,C2052,Shop,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-05-06,18:00,2nd,High,E05,Mid,6,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S00613,C2002,Home,Tamper,Cover Removed,Zone 1 – Main Door,2025-05-14,12:49,1st,Medium,E05,Mid,6,21,No,No,No,No,Animal,False Alarm – Animal
S00614,C2085,Factory,Burglary,Motion Detected,Zone 8 – Control Room,2025-01-19,01:12,3rd,Critical,E02,Senior,1,5,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00615,C2118,Warehouse,Tamper,Cover Removed,Zone 0 – Control Panel,2025-06-16,06:09,3rd,High,E07,Junior,8,10,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00616,C2081,Factory,Panic Button,Emergency Triggered,Zone 7 – Storage,2025-05-27,03:36,3rd,Critical,E10,Mid,8,68,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00617,C2008,Home,Fire,Gas Leak,Zone 3 – Bedroom,2025-01-24,09:17,1st,High,E10,Mid,8,11,No,No,No,No,Maintenance,False Alarm – Maintenance
S00618,C2081,Factory,Panic Button,Duress Code,Zone 1 – Main Door,2025-01-17,11:45,1st,Critical,E09,Junior,9,71,Yes,Yes,No,Yes,N/A,Forced Entry
S00619,C2135,School,Tamper,Tamper Detected,Zone 6 – Office,2025-06-18,03:13,3rd,Low,E05,Mid,5,10,No,No,No,No,N/A,Unclassified
S00620,C2130,School,Fire,Gas Leak,Zone 1 – Main Door,2025-05-11,08:28,1st,High,E03,Mid,4,86,Yes,No,No,No,N/A,Emergency Confirmed
S00621,C2026,Office,Tamper,Tamper Detected,Zone 9 – Hallway,2025-05-04,20:09,2nd,Low,E02,Senior,2,17,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00622,C2080,Factory,Burglary,Motion Detected,Zone 1 – Main Door,2025-01-20,08:00,1st,Low,E06,Junior,11,21,No,No,No,No,Animal,False Alarm – Animal
S00623,C2148,School,Panic Button,Emergency Triggered,Zone 6 – Office,2025-03-25,11:01,1st,Critical,E05,Mid,5,88,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00624,C2031,Office,Tamper,Tamper Detected,Zone 8 – Control Room,2025-01-27,06:42,3rd,Low,E06,Junior,14,25,No,No,No,No,N/A,Unclassified
S00625,C2139,School,Burglary,Motion Detected,Zone 6 – Office,2025-04-10,08:13,1st,High,E03,Mid,6,57,Yes,No,No,No,N/A,Fire Confirmed
S00626,C2080,Factory,Tamper,Cover Removed,Zone 7 – Storage,2025-02-22,01:04,3rd,High,E08,Junior,9,11,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00627,C2014,Home,Tamper,Cover Removed,Zone 1 – Main Door,2025-05-03,00:24,3rd,High,E04,Mid,7,19,No,No,No,No,Maintenance,False Alarm – Maintenance
S00628,C2092,Factory,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-02-14,22:39,2nd,Medium,E05,Mid,6,9,No,No,No,No,Maintenance,False Alarm – Maintenance
S00629,C2034,Office,Tamper,Cover Removed,Zone 1 – Main Door,2025-05-09,14:36,1st,Low,E06,Junior,8,22,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00630,C2060,Shop,Burglary,Glass Break,Zone 6 – Office,2025-06-15,14:30,1st,High,E05,Mid,8,20,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00631,C2084,Factory,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-06-12,04:50,3rd,Low,E08,Junior,16,31,No,No,No,No,Power outage,False Alarm – Power outage
S00632,C2090,Factory,Burglary,Motion Detected,Zone 7 – Storage,2025-05-03,01:18,3rd,Medium,E06,Junior,11,25,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00633,C2143,School,Tamper,Cover Removed,Zone 1 – Main Door,2025-01-17,16:20,2nd,High,E07,Junior,13,18,No,No,No,No,Maintenance,False Alarm – Maintenance
S00634,C2099,Factory,Technical,Power Loss,Zone 1 – Main Door,2025-05-31,09:30,1st,Low,E01,Senior,1,15,No,No,No,No,N/A,Unclassified
S00635,C2088,Factory,Burglary,Motion Detected,Zone 7 – Storage,2025-04-20,13:36,1st,Medium,E01,Senior,4,17,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00636,C2119,Warehouse,Panic Button,Emergency Triggered,Zone 7 – Storage,2025-02-27,22:07,2nd,Critical,E03,Mid,6,29,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00637,C2127,School,Fire,Smoke Detected,Zone 1 – Main Door,2025-05-18,05:20,3rd,High,E05,Mid,9,21,No,No,No,No,Environmental,False Alarm – Environmental
S00638,C2038,Office,Tamper,Tamper Detected,Zone 7 – Storage,2025-05-11,15:48,2nd,High,E07,Junior,9,18,No,No,No,No,Maintenance,False Alarm – Maintenance
S00639,C2082,Factory,Fire,Heat Sensor,Zone 8 – Control Room,2025-01-08,10:13,1st,Critical,E08,Junior,15,22,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00640,C2003,Home,Technical,Sensor Fault,Zone 5 – Garage,2025-04-23,00:37,3rd,Low,E08,Junior,23,25,No,No,No,No,Power outage,False Alarm – Power outage
S00641,C2073,Shop,Fire,Smoke Detected,Zone 1 – Main Door,2025-03-23,04:07,3rd,Critical,E05,Mid,8,63,Yes,No,Yes,Yes,N/A,Forced Entry
S00642,C2112,Warehouse,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-06-17,21:24,2nd,Low,E09,Junior,9,24,No,No,No,No,Power outage,False Alarm – Power outage
S00643,C2107,Warehouse,Fire,Gas Leak,Zone 5 – Garage,2025-04-02,20:53,2nd,High,E08,Junior,13,46,Yes,No,Yes,Yes,N/A,Forced Entry
S00644,C2022,Home,Fire,Heat Sensor,Zone 2 – Living Room,2025-05-15,13:08,1st,Critical,E08,Junior,19,30,No,No,No,No,Power outage,False Alarm – Power outage
S00645,C2131,School,Fire,Heat Sensor,Zone 0 – Control Panel,2025-05-09,01:29,3rd,Critical,E05,Mid,5,74,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00646,C2061,Shop,Burglary,Motion Detected,Zone 8 – Control Room,2025-06-06,14:54,1st,High,E07,Junior,10,12,No,No,No,No,Dust,False Alarm – Dust
S00647,C2124,Warehouse,Fire,Smoke Detected,Zone 7 – Storage,2025-04-19,23:36,3rd,Critical,E06,Junior,15,28,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00648,C2133,School,Fire,Heat Sensor,Zone 1 – Main Door,2025-06-02,11:29,1st,Medium,E08,Junior,11,14,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00649,C2014,Home,Burglary,Motion Detected,Zone 3 – Bedroom,2025-06-02,03:39,3rd,Low,E08,Junior,19,32,No,No,No,No,Maintenance,False Alarm – Maintenance
S00650,C2091,Factory,Technical,Power Loss,Zone 8 – Control Room,2025-06-26,20:26,2nd,Low,E08,Junior,18,31,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00651,C2122,Warehouse,Panic Button,Emergency Triggered,Zone 0 – Control Panel,2025-03-02,19:03,2nd,High,E05,Mid,7,25,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00652,C2033,Office,Burglary,Glass Break,Zone 9 – Hallway,2025-06-19,06:05,3rd,High,E05,Mid,6,56,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00653,C2029,Office,Tamper,Tamper Detected,Zone 9 – Hallway,2025-06-07,15:47,2nd,Low,E02,Senior,2,8,No,No,No,No,User error,False Alarm – User error
S00654,C2047,Office,Fire,Smoke Detected,Zone 9 – Hallway,2025-02-15,18:31,2nd,Critical,E03,Mid,7,22,No,No,No,No,Maintenance,False Alarm – Maintenance
S00655,C2127,School,Panic Button,Duress Code,Zone 0 – Control Panel,2025-04-14,01:53,3rd,Critical,E06,Junior,11,47,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00656,C2068,Shop,Burglary,Glass Break,Zone 1 – Main Door,2025-06-07,12:03,1st,Medium,E09,Junior,7,20,No,No,No,No,Power outage,False Alarm – Power outage
S00657,C2100,Factory,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-05-02,10:24,1st,Medium,E03,Mid,11,25,No,No,No,No,Dust,False Alarm – Dust
S00658,C2081,Factory,Fire,Heat Sensor,Zone 7 – Storage,2025-06-16,14:24,1st,Medium,E03,Mid,7,90,Yes,No,No,No,N/A,Emergency Confirmed
S00659,C2070,Shop,Panic Button,Duress Code,Zone 0 – Control Panel,2025-05-23,05:39,3rd,Critical,E10,Mid,10,18,No,No,No,No,Maintenance,False Alarm – Maintenance
S00660,C2062,Shop,Fire,Heat Sensor,Zone 8 – Control Room,2025-01-19,06:49,3rd,High,E07,Junior,10,17,No,No,No,No,User error,False Alarm – User error
S00661,C2003,Home,Fire,Smoke Detected,Zone 1 – Main Door,2025-06-06,15:43,2nd,Critical,E07,Junior,13,85,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S00662,C2073,Shop,Burglary,Glass Break,Zone 0 – Control Panel,2025-02-17,18:46,2nd,Low,E04,Mid,11,37,Yes,No,No,No,N/A,Confirmed Intrusion
S00663,C2032,Office,Fire,Smoke Detected,Zone 7 – Storage,2025-05-08,02:38,3rd,Medium,E02,Senior,3,17,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00664,C2029,Office,Fire,Smoke Detected,Zone 7 – Storage,2025-02-27,17:57,2nd,Critical,E01,Senior,3,27,Yes,No,Yes,Yes,N/A,Forced Entry
S00665,C2110,Warehouse,Tamper,Cover Removed,Zone 7 – Storage,2025-01-17,03:49,3rd,Low,E05,Mid,6,14,No,No,No,No,Animal,False Alarm – Animal
S00666,C2016,Home,Burglary,Alarm Triggered,Zone 3 – Bedroom,2025-01-26,13:21,1st,Medium,E07,Junior,12,23,No,No,No,No,User error,False Alarm – User error
S00667,C2126,School,Fire,Smoke Detected,Zone 1 – Main Door,2025-04-30,05:11,3rd,Critical,E07,Junior,10,81,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S00668,C2019,Home,Fire,Heat Sensor,Zone 1 – Main Door,2025-04-28,00:02,3rd,Critical,E02,Senior,2,11,No,No,No,No,N/A,Unclassified
S00669,C2001,Home,Fire,Heat Sensor,Zone 1 – Main Door,2025-06-18,01:41,3rd,Critical,E01,Senior,3,68,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00670,C2112,Warehouse,Burglary,Motion Detected,Zone 8 – Control Room,2025-06-28,14:30,1st,Low,E01,Senior,2,15,No,No,No,No,N/A,Unclassified
S00671,C2146,School,Panic Button,Duress Code,Zone 8 – Control Room,2025-01-06,22:07,2nd,Critical,E09,Junior,11,37,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00672,C2118,Warehouse,Fire,Heat Sensor,Zone 7 – Storage,2025-06-22,20:05,2nd,High,E10,Mid,7,71,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00673,C2100,Factory,Panic Button,Duress Code,Zone 1 – Main Door,2025-01-20,03:44,3rd,Critical,E02,Senior,2,41,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00674,C2007,Home,Tamper,Tamper Detected,Zone 9 – Hallway,2025-03-05,15:12,2nd,High,E04,Mid,5,11,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00675,C2116,Warehouse,Tamper,Tamper Detected,Zone 1 – Main Door,2025-03-01,06:34,3rd,Medium,E07,Junior,11,19,No,No,No,No,Animal,False Alarm – Animal
S00676,C2134,School,Burglary,Motion Detected,Zone 0 – Control Panel,2025-04-02,16:13,2nd,Medium,E02,Senior,4,6,No,No,No,No,Animal,False Alarm – Animal
S00677,C2005,Home,Tamper,Tamper Detected,Zone 4 – Kitchen,2025-02-17,09:31,1st,Low,E06,Junior,12,24,No,No,No,No,User error,False Alarm – User error
S00678,C2079,Factory,Tamper,Cover Removed,Zone 1 – Main Door,2025-02-08,23:57,3rd,Low,E01,Senior,3,6,No,No,No,No,Environmental,False Alarm – Environmental
S00679,C2057,Shop,Burglary,Glass Break,Zone 1 – Main Door,2025-02-13,00:31,3rd,Critical,E02,Senior,3,69,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00680,C2148,School,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-05-25,08:43,1st,Critical,E03,Mid,7,9,No,No,No,No,Environmental,False Alarm – Environmental
S00681,C2017,Home,Panic Button,Duress Code,Zone 1 – Main Door,2025-03-31,01:21,3rd,Critical,E05,Mid,7,69,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00682,C2149,School,Fire,Smoke Detected,Zone 1 – Main Door,2025-01-13,06:15,3rd,Medium,E06,Junior,7,21,No,No,No,No,Power outage,False Alarm – Power outage
S00683,C2125,Warehouse,Burglary,Glass Break,Zone 1 – Main Door,2025-02-26,09:01,1st,Low,E05,Mid,7,18,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00684,C2122,Warehouse,Tamper,Tamper Detected,Zone 5 – Garage,2025-03-21,11:26,1st,Low,E04,Mid,9,14,No,No,No,No,Power outage,False Alarm – Power outage
S00685,C2010,Home,Technical,Power Restored,Zone 5 – Garage,2025-03-31,17:39,2nd,Medium,E05,Mid,10,22,No,No,No,No,Power outage,False Alarm – Power outage
S00686,C2108,Warehouse,Burglary,Motion Detected,Zone 1 – Main Door,2025-06-15,03:22,3rd,Medium,E06,Junior,17,28,No,No,No,No,Animal,False Alarm – Animal
S00687,C2139,School,Burglary,Glass Break,Zone 8 – Control Room,2025-06-05,20:55,2nd,Critical,E05,Mid,8,58,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00688,C2039,Office,Tamper,Cover Removed,Zone 7 – Storage,2025-01-23,02:07,3rd,High,E08,Junior,13,15,No,No,No,No,Animal,False Alarm – Animal
S00689,C2054,Shop,Fire,Gas Leak,Zone 9 – Hallway,2025-03-25,20:18,2nd,Critical,E01,Senior,2,75,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00690,C2014,Home,Technical,Power Restored,Zone 5 – Garage,2025-01-05,16:47,2nd,Low,E08,Junior,13,23,No,No,No,No,N/A,Unclassified
S00691,C2061,Shop,Fire,Gas Leak,Zone 8 – Control Room,2025-02-25,08:04,1st,Critical,E06,Junior,15,71,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00692,C2059,Shop,Burglary,Glass Break,Zone 1 – Main Door,2025-05-26,00:20,3rd,Critical,E04,Mid,6,9,No,No,No,No,User error,False Alarm – User error
S00693,C2125,Warehouse,Technical,Sensor Fault,Zone 1 – Main Door,2025-02-07,14:37,1st,Low,E04,Mid,9,13,No,No,No,No,N/A,Unclassified
S00694,C2035,Office,Panic Button,Emergency Triggered,Zone 0 – Control Panel,2025-04-19,21:23,2nd,Critical,E02,Senior,3,5,No,No,No,No,User error,False Alarm – User error
S00695,C2035,Office,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-01-13,07:17,1st,Critical,E03,Mid,7,50,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00696,C2044,Office,Burglary,Motion Detected,Zone 9 – Hallway,2025-02-17,09:50,1st,Medium,E01,Senior,3,84,Yes,No,No,No,N/A,Forced Entry
S00697,C2122,Warehouse,Tamper,Cover Removed,Zone 8 – Control Room,2025-06-01,18:37,2nd,Low,E01,Senior,3,8,No,No,No,No,User error,False Alarm – User error
S00698,C2149,School,Fire,Heat Sensor,Zone 9 – Hallway,2025-04-09,04:27,3rd,High,E05,Mid,9,11,No,No,No,No,Power outage,False Alarm – Power outage
S00699,C2130,School,Technical,Sensor Fault,Zone 1 – Main Door,2025-03-24,15:30,2nd,Medium,E07,Junior,16,25,No,No,No,No,Power outage,False Alarm – Power outage
S00700,C2022,Home,Panic Button,Emergency Triggered,Zone 5 – Garage,2025-06-20,22:15,2nd,Critical,E07,Junior,10,15,No,No,No,No,Dust,False Alarm – Dust
S00701,C2123,Warehouse,Burglary,Glass Break,Zone 7 – Storage,2025-05-19,00:01,3rd,Critical,E04,Mid,8,17,No,No,No,No,Animal,False Alarm – Animal
S00702,C2036,Office,Technical,Sensor Fault,Zone 7 – Storage,2025-06-02,22:49,2nd,Low,E08,Junior,19,34,No,No,No,No,Power outage,False Alarm – Power outage
S00703,C2086,Factory,Fire,Smoke Detected,Zone 7 – Storage,2025-06-04,00:24,3rd,Critical,E08,Junior,18,28,No,No,No,No,Maintenance,False Alarm – Maintenance
S00704,C2021,Home,Technical,Power Loss,Zone 5 – Garage,2025-06-18,18:50,2nd,Low,E01,Senior,1,3,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00705,C2094,Factory,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-05-30,08:24,1st,Medium,E06,Junior,12,15,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00706,C2086,Factory,Technical,Low Battery,Zone 5 – Garage,2025-06-24,18:08,2nd,Medium,E01,Senior,1,15,No,No,No,No,Maintenance,False Alarm – Maintenance
S00707,C2091,Factory,Panic Button,Duress Code,Zone 8 – Control Room,2025-06-27,02:20,3rd,Critical,E05,Mid,8,80,Yes,Yes,No,Yes,N/A,Forced Entry
S00708,C2137,School,Fire,Gas Leak,Zone 8 – Control Room,2025-06-15,16:30,2nd,Critical,E03,Mid,7,30,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00709,C2021,Home,Burglary,Glass Break,Zone 4 – Kitchen,2025-03-07,22:05,2nd,High,E09,Junior,15,21,No,No,No,No,User error,False Alarm – User error
S00710,C2038,Office,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-06-17,16:44,2nd,Low,E01,Senior,3,11,No,No,No,No,Dust,False Alarm – Dust
S00711,C2089,Factory,Tamper,Cover Removed,Zone 0 – Control Panel,2025-06-07,01:30,3rd,Low,E03,Mid,8,22,No,No,No,No,Environmental,False Alarm – Environmental
S00712,C2134,School,Tamper,Cover Removed,Zone 6 – Office,2025-02-14,02:53,3rd,Medium,E04,Mid,10,21,No,No,No,No,Power outage,False Alarm – Power outage
S00713,C2078,Factory,Burglary,Glass Break,Zone 7 – Storage,2025-03-29,06:29,3rd,High,E03,Mid,8,84,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00714,C2013,Home,Technical,Power Loss,Zone 2 – Living Room,2025-04-29,19:49,2nd,Low,E08,Junior,15,28,No,No,No,No,Maintenance,False Alarm – Maintenance
S00715,C2045,Office,Burglary,Motion Detected,Zone 7 – Storage,2025-04-20,11:11,1st,Medium,E10,Mid,8,19,No,No,No,No,Dust,False Alarm – Dust
S00716,C2067,Shop,Panic Button,Emergency Triggered,Zone 0 – Control Panel,2025-04-04,09:28,1st,Critical,E06,Junior,11,66,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00717,C2115,Warehouse,Burglary,Glass Break,Zone 0 – Control Panel,2025-03-12,09:23,1st,High,E05,Mid,6,84,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00718,C2082,Factory,Panic Button,Emergency Triggered,Zone 5 – Garage,2025-02-21,22:59,2nd,Critical,E10,Mid,7,59,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00719,C2029,Office,Burglary,Alarm Triggered,Zone 7 – Storage,2025-02-09,14:21,1st,Low,E02,Senior,3,5,No,No,No,No,Dust,False Alarm – Dust
S00720,C2057,Shop,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-04-03,13:39,1st,Low,E03,Mid,4,15,No,No,No,No,User error,False Alarm – User error
S00721,C2072,Shop,Burglary,Glass Break,Zone 6 – Office,2025-02-18,10:50,1st,Low,E10,Mid,9,12,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00722,C2126,School,Burglary,Motion Detected,Zone 6 – Office,2025-01-10,21:12,2nd,Low,E06,Junior,14,27,No,No,No,No,User error,False Alarm – User error
S00723,C2099,Factory,Technical,Low Battery,Zone 8 – Control Room,2025-04-22,13:23,1st,Low,E05,Mid,7,16,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00724,C2114,Warehouse,Fire,Gas Leak,Zone 8 – Control Room,2025-04-16,08:13,1st,Critical,E02,Senior,3,72,Yes,No,Yes,Yes,N/A,Forced Entry
S00725,C2023,Home,Tamper,Tamper Detected,Zone 2 – Living Room,2025-03-30,17:53,2nd,Medium,E08,Junior,11,14,No,No,No,No,Dust,False Alarm – Dust
S00726,C2002,Home,Panic Button,Duress Code,Zone 4 – Kitchen,2025-03-04,13:05,1st,Critical,E06,Junior,13,100,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00727,C2098,Factory,Burglary,Motion Detected,Zone 8 – Control Room,2025-02-09,18:11,2nd,Critical,E04,Mid,7,96,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00728,C2119,Warehouse,Tamper,Tamper Detected,Zone 5 – Garage,2025-06-21,06:35,3rd,Low,E02,Senior,4,19,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00729,C2074,Shop,Burglary,Glass Break,Zone 9 – Hallway,2025-02-17,22:07,2nd,Critical,E03,Mid,6,9,No,No,No,No,Animal,False Alarm – Animal
S00730,C2018,Home,Technical,Power Loss,Zone 5 – Garage,2025-05-21,03:31,3rd,Medium,E05,Mid,7,19,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00731,C2031,Office,Fire,Heat Sensor,Zone 8 – Control Room,2025-03-18,22:44,2nd,Medium,E06,Junior,11,15,No,No,No,No,Animal,False Alarm – Animal
S00732,C2035,Office,Burglary,Glass Break,Zone 8 – Control Room,2025-01-25,04:29,3rd,Low,E02,Senior,1,3,No,No,No,No,Dust,False Alarm – Dust
S00733,C2136,School,Burglary,Motion Detected,Zone 1 – Main Door,2025-04-30,11:18,1st,Medium,E03,Mid,7,18,No,No,No,No,Animal,False Alarm – Animal
S00734,C2083,Factory,Panic Button,Duress Code,Zone 8 – Control Room,2025-05-30,17:34,2nd,Critical,E04,Mid,6,33,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00735,C2036,Office,Fire,Gas Leak,Zone 9 – Hallway,2025-03-03,09:00,1st,Critical,E06,Junior,9,12,No,No,No,No,User error,False Alarm – User error
S00736,C2129,School,Panic Button,Emergency Triggered,Zone 9 – Hallway,2025-06-26,02:09,3rd,High,E04,Mid,7,36,Yes,No,No,No,N/A,Fire Confirmed
S00737,C2090,Factory,Burglary,Motion Detected,Zone 8 – Control Room,2025-02-21,23:30,3rd,High,E03,Mid,6,87,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00738,C2078,Factory,Tamper,Tamper Detected,Zone 1 – Main Door,2025-05-30,01:45,3rd,Low,E06,Junior,12,17,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00739,C2054,Shop,Tamper,Tamper Detected,Zone 6 – Office,2025-06-26,19:08,2nd,High,E02,Senior,1,3,No,No,No,No,Animal,False Alarm – Animal
S00740,C2111,Warehouse,Burglary,Glass Break,Zone 1 – Main Door,2025-01-17,14:48,1st,Low,E09,Junior,10,90,Yes,No,No,No,N/A,Confirmed Intrusion
S00741,C2065,Shop,Burglary,Glass Break,Zone 1 – Main Door,2025-01-23,14:07,1st,High,E03,Mid,6,9,No,No,No,No,Environmental,False Alarm – Environmental
S00742,C2052,Shop,Burglary,Motion Detected,Zone 6 – Office,2025-06-05,02:37,3rd,High,E05,Mid,8,58,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00743,C2129,School,Technical,Power Restored,Zone 8 – Control Room,2025-05-25,04:10,3rd,Low,E04,Mid,7,17,No,No,No,No,Power outage,False Alarm – Power outage
S00744,C2050,Office,Burglary,Glass Break,Zone 8 – Control Room,2025-06-20,10:45,1st,Low,E04,Mid,11,21,No,No,No,No,User error,False Alarm – User error
S00745,C2048,Office,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-06-17,14:23,1st,Low,E05,Mid,6,11,No,No,No,No,Power outage,False Alarm – Power outage
S00746,C2029,Office,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-05-08,10:26,1st,Critical,E03,Mid,7,68,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00747,C2084,Factory,Burglary,Glass Break,Zone 0 – Control Panel,2025-04-21,07:05,1st,Critical,E03,Mid,5,59,Yes,Yes,No,Yes,N/A,Forced Entry
S00748,C2105,Warehouse,Burglary,Alarm Triggered,Zone 7 – Storage,2025-05-16,10:35,1st,Medium,E04,Mid,8,17,No,No,No,No,Environmental,False Alarm – Environmental
S00749,C2004,Home,Tamper,Cover Removed,Zone 9 – Hallway,2025-02-11,20:11,2nd,Low,E02,Senior,2,5,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00750,C2102,Warehouse,Technical,Low Battery,Zone 8 – Control Room,2025-03-26,00:09,3rd,Low,E04,Mid,9,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S00751,C2104,Warehouse,Technical,Power Restored,Zone 1 – Main Door,2025-04-12,10:38,1st,Medium,E06,Junior,9,23,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00752,C2103,Warehouse,Burglary,Alarm Triggered,Zone 7 – Storage,2025-05-19,11:48,1st,Critical,E02,Senior,3,17,No,No,No,No,User error,False Alarm – User error
S00753,C2032,Office,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-04-14,06:06,3rd,Critical,E05,Mid,5,23,Yes,No,No,No,N/A,Confirmed Intrusion
